Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,Cumulative Return
Ticker,DIS,DIS,DIS,DIS,DIS,DIS,,
Date,,,,,,,,
2020-07-17,117.2021255493164,118.6500015258789,119.55999755859375,117.05999755859375,118.9000015258789,9843500,,
2020-07-20,116.35262298583984,117.79000091552734,118.48999786376953,116.81999969482422,118.05000305175781,8947900,-0.0072481839343357946,0.9927518160656642
2020-07-21,117.17250061035156,118.62000274658203,120.38999938964844,117.66000366210938,118.05000305175781,8946300,0.007046490259282834,0.9997472320674563
2020-07-22,117.5774917602539,119.02999877929688,119.30000305175781,117.93000030517578,118.19000244140625,7063300,0.003456366876124939,1.0032027252848719
2020-07-23,116.67860412597656,118.12000274658203,119.3499984741211,117.01000213623047,118.86000061035156,7255800,-0.007645065571820653,0.9955331746682399
2020-07-24,116.17481994628906,117.61000061035156,118.20999908447266,115.52999877929688,115.69999694824219,8233300,-0.004317708319029667,0.9912347527981048
2020-07-27,114.89067077636719,116.30999755859375,117.41999816894531,115.68000030517578,117.19999694824219,9413000,-0.011053592943079837,0.9802780473296402
2020-07-28,114.76226806640625,116.18000030517578,116.83999633789062,114.68000030517578,115.45999908447266,6821100,-0.0011176078013407365,0.9791824809364615
2020-07-29,114.19922637939453,115.61000061035156,116.70999908447266,115.11000061035156,116.22000122070312,9496500,-0.004906156844912801,0.9743784581051964
2020-07-30,114.24861907958984,115.66000366210938,116.29000091552734,113.37000274658203,114.91000366210938,9713500,0.0004325134395501973,0.974799889883535
2020-07-31,115.51300048828125,116.94000244140625,117.05000305175781,114.12000274658203,115.22000122070312,9601000,0.01106692946380905,0.9855879315062049
2020-08-03,114.93018341064453,116.3499984741211,117.12000274658203,115.3499984741211,116.16999816894531,10229200,-0.0050454673947790685,0.9806151797331026
2020-08-04,115.85872650146484,117.29000091552734,118.3499984741211,115.76000213623047,115.95999908447266,17293900,0.008079192630387144,0.9885377586664481
2020-08-05,126.05279541015625,127.61000061035156,130.30999755859375,123.27999877929688,123.37000274658203,53000200,0.08798706162683834,1.0755162913586895
2020-08-06,129.22361755371094,130.82000732421875,131.6300048828125,125.61000061035156,126.95999908447266,27238000,0.025154715000467176,1.1025705971461768
2020-08-07,128.344482421875,129.92999267578125,131.94000244140625,128.66000366210938,130.22000122070312,16088600,-0.006803207869262251,1.0950695801832546
2020-08-10,127.21837615966797,128.7899932861328,131.32000732421875,128.49000549316406,129.75,8529200,-0.008774091733102063,1.0854613392325971
2020-08-11,128.8976593017578,130.49000549316406,132.75999450683594,130.0,130.52999877929688,13885700,0.01320000453379655,1.0997894338317282
2020-08-12,130.18177795410156,131.7899932861328,133.0,130.49000549316406,130.6699981689453,12204200,0.009962311645532296,1.1107458789160234
2020-08-13,129.36192321777344,130.9600067138672,132.35000610351562,130.4499969482422,130.63999938964844,6468600,-0.0062977687754209866,1.1037506582023586
2020-08-14,128.93716430664062,130.52999877929688,131.0800018310547,129.74000549316406,130.00999450683594,6507600,-0.0032834925499504175,1.1001265011391483
2020-08-17,127.79129791259766,129.3699951171875,130.13999938964844,128.5399932861328,130.10000610351562,7492200,-0.008887014075459665,1.0903496614387385
2020-08-18,127.34680938720703,128.9199981689453,129.58999633789062,128.36000061035156,129.44000244140625,6714600,-0.0034782378194063712,1.0865571660099453
2020-08-19,126.2108383178711,127.7699966430664,130.22000122070312,127.43000030517578,129.25,7624200,-0.008920294703905318,1.0768647558764965
2020-08-20,126.55656433105469,128.1199951171875,128.4499969482422,126.52999877929688,126.80000305175781,4918100,0.0027392735662912227,1.0798145830367396
2020-08-21,125.8848648071289,127.44000244140625,128.30999755859375,127.2300033569336,127.72000122070312,6064700,-0.005307504414932662,1.0740834623699635
2020-08-24,129.09521484375,130.69000244140625,130.8800048828125,127.93000030517578,128.14999389648438,7613600,0.02550227179049469,1.101475030752998
2020-08-25,128.20619201660156,129.7899932861328,131.08999633789062,129.30999755859375,130.8300018310547,5494400,-0.006886566850866305,1.0938896493191574
2020-08-26,130.56700134277344,132.17999267578125,132.60000610351562,129.52000427246094,130.0,8447800,0.018414159948422437,1.1140327082876442
2020-08-27,132.0980987548828,133.72999572753906,136.36000061035156,132.82000732421875,133.0,13667600,0.01172652658300577,1.1270964424557173
