Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,Cumulative Return
Ticker,BA,BA,BA,BA,BA,BA,,
Date,,,,,,,,
2020-07-17,175.66000366210938,175.66000366210938,181.10000610351562,175.5500030517578,178.41000366210938,26170500,,
2020-07-20,174.4199981689453,174.4199981689453,176.57000732421875,171.6199951171875,175.1300048828125,25294300,-0.007059122551023478,0.9929408774489765
2020-07-21,178.6300048828125,178.6300048828125,182.64999389648438,176.75,178.42999267578125,40740500,0.02413717898213319,1.0169076691266388
2020-07-22,179.7899932861328,179.7899932861328,182.9499969482422,175.38999938964844,176.42999267578125,29790300,0.006493804913017209,1.0235112691444983
2020-07-23,176.4499969482422,176.4499969482422,182.5,175.4199981689453,178.0,29587200,-0.018577209314286303,1.0044972860620702
2020-07-24,173.75999450683594,173.75999450683594,181.10000610351562,173.60000610351562,175.67999267578125,28548000,-0.015245126029644007,0.9891835983396186
2020-07-27,170.2100067138672,170.2100067138672,174.13999938964844,169.0,173.19000244140625,30243800,-0.020430409214988177,0.9689741726367856
2020-07-28,170.83999633789062,170.83999633789062,173.74000549316406,168.22999572753906,168.5,25349100,0.0037012490404426668,0.9725605873634713
2020-07-29,166.00999450683594,166.00999450683594,173.00999450683594,162.25,172.89999389648438,51709600,-0.028272078755502972,0.945064277843033
2020-07-30,161.9499969482422,161.9499969482422,164.5500030517578,160.63999938964844,162.8800048828125,29140000,-0.024456344153583887,0.9219514606168456
2020-07-31,158.0,158.0,163.39999389648438,156.25999450683594,161.5500030517578,30263100,-0.024390225518217012,0.8994648565755512
2020-08-03,162.27000427246094,162.27000427246094,163.5800018310547,153.41000366210938,156.50999450683594,38520500,0.02702534349658814,0.9237732032876148
2020-08-04,165.07000732421875,165.07000732421875,167.39999389648438,163.00999450683594,164.6300048828125,30853500,0.017255210316359237,0.9397131041949595
2020-08-05,174.27999877929688,174.27999877929688,174.97999572753906,166.39999389648438,167.60000610351562,46189200,0.055794457178332424,0.9921438867468829
2020-08-06,172.1999969482422,172.1999969482422,175.57000732421875,170.60000610351562,172.8000030517578,32921600,-0.011934828124991803,0.9803028199832975
2020-08-07,170.02000427246094,170.02000427246094,171.86000061035156,168.6999969482422,171.5,19318000,-0.01265965571669836,0.9678925237842004
2020-08-10,179.41000366210938,179.41000366210938,179.7899932861328,171.3300018310547,171.36000061035156,35857700,0.05522879163442873,1.0213480583047994
2020-08-11,180.1300048828125,180.1300048828125,189.97000122070312,179.52999877929688,184.50999450683594,61036600,0.004013160949815964,1.0254468924485585
2020-08-12,175.44000244140625,175.44000244140625,184.14999389648438,173.19000244140625,184.00999450683594,40674400,-0.026036764083015695,0.9987475736302138
2020-08-13,174.72999572753906,174.72999572753906,179.47000122070312,172.42999267578125,173.6199951171875,22958800,-0.004047005836678053,0.9947056363703644
2020-08-14,178.0800018310547,178.0800018310547,179.47000122070312,172.35000610351562,173.08999633789062,32414100,0.019172472874888546,1.013776603202174
2020-08-17,172.00999450683594,172.00999450683594,178.2899932861328,171.41000366210938,178.24000549316406,23352100,-0.03408584491130784,0.9792211711307123
2020-08-18,170.22999572753906,170.22999572753906,173.24000549316406,169.00999450683594,172.00999450683594,21488500,-0.010348228801473125,0.9690879664046052
2020-08-19,169.27000427246094,169.27000427246094,174.10000610351562,169.08999633789062,170.44000244140625,25601500,-0.00563937895301736,0.9636229121232406
2020-08-20,169.5800018310547,169.5800018310547,170.83999633789062,165.86000061035156,168.5399932861328,23213400,0.0018313791621034081,0.9653876710446285
2020-08-21,167.5,167.5,170.0800018310547,167.27000427246094,168.35000610351562,16945900,-0.012265608023326435,0.9535466042810431
2020-08-24,178.27000427246094,178.27000427246094,178.27000427246094,167.92999267578125,168.77999877929688,39317100,0.06429853296991594,1.014858252054759
2020-08-25,174.72999572753906,174.72999572753906,180.6300048828125,172.44000244140625,180.4600067138672,31318500,-0.01985756694946539,0.9947056363703644
2020-08-26,171.89999389648438,171.89999389648438,174.42999267578125,171.35000610351562,173.8000030517578,16189800,-0.016196428204963587,0.9785949579458191
2020-08-27,174.1999969482422,174.1999969482422,181.30999755859375,173.55999755859375,174.7100067138672,29548100,0.013379890246784099,0.9916884510791905
2020-08-28,175.8000030517578,175.8000030517578,177.27999877929688,172.57000732421875,175.11000061035156,20383900,0.009184880204050838,1.0007969907020935
2020-08-31,171.82000732421875,171.82000732421875,175.27000427246094,171.6999969482422,174.64999389648438,16264300,-0.022639338216435045,0.9781396091435984
2020-09-01,172.10000610351562,172.10000610351562,175.49000549316406,169.25,170.7100067138672,18977300,0.0016296052110422732,0.9797335905477856
2020-09-02,174.77999877929688,174.77999877929688,175.0,171.4499969482422,172.74000549316406,16552100,0.015572298551629782,0.994990294520856
2020-09-03,168.77000427246094,168.77000427246094,180.85000610351562,168.1199951171875,175.0,27799400,-0.03438605417559848,0.9607765043492671
2020-09-04,171.0500030517578,171.0500030517578,172.8300018310547,164.0,171.30999755859375,18867300,0.013509502409065899,0.9737561168493474
2020-09-08,161.0800018310547,161.0800018310547,166.89999389648438,160.5,165.8000030517578,22622700,-0.05828705666661882,0.9169987388870827
2020-09-09,160.77999877929688,160.77999877929688,163.05999755859375,157.0,161.61000061035156,21951400,-0.001862447531335798,0.9152908768496044
2020-09-10,157.69000244140625,157.69000244140625,163.77999877929688,157.57000732421875,160.9600067138672,14532600,-0.01921878567826263,0.8977000976541628
2020-09-11,160.22999572753906,160.22999572753906,161.36000061035156,156.32000732421875,158.0,14722400,0.01610750996770771,0.9121598109251394
2020-09-14,165.35000610351562,165.35000610351562,165.94000244140625,158.89999389648438,161.75,17228400,0.03195413163889005,0.9413070855991464
2020-09-15,163.49000549316406,163.49000549316406,168.83999633789062,163.3300018310547,166.64999389648438,14881700,-0.011248869317773913,0.930718445205347
2020-09-16,167.4600067138672,167.4600067138672,170.57000732421875,160.30999755859375,161.9499969482422,21851400,0.02428283740481696,0.9533189298799325
2020-09-17,167.52999877929688,167.52999877929688,168.4600067138672,161.0500030517578,164.6300048828125,19717800,0.00041796287246831376,0.9537173817982435
2020-09-18,161.13999938964844,161.13999938964844,169.72000122070312,161.02000427246094,165.66000366210938,22057100,-0.03814241888741721,0.9173402939214841
2020-09-21,156.35000610351562,156.35000610351562,158.8300018310547,154.1999969482422,157.8300018310547,23125300,-0.02972566280424427,0.8900717456676277
2020-09-22,156.8000030517578,156.8000030517578,160.07000732421875,154.9499969482422,156.80999755859375,17768900,0.002878138347780057,0.8926334952911092
2020-09-23,151.17999267578125,151.17999267578125,160.4199981689453,150.88999938964844,157.3300018310547,18247500,-0.03584190221043215,0.8606398128431291
2020-09-24,146.0500030517578,146.0500030517578,150.30999755859375,145.02000427246094,150.2899932861328,27098100,-0.033932992939251894,0.8314357281506841
2020-09-25,156.02999877929688,156.02999877929688,156.30999755859375,146.4199981689453,146.85000610351562,29123000,0.06833273207123658,0.8882500029968583
2020-09-28,166.0800018310547,166.0800018310547,168.0,159.1999969482422,160.3300018310547,38868200,0.06441071031458168,0.9454628166268152
2020-09-29,163.60000610351562,163.60000610351562,165.5,162.00999450683594,164.77000427246094,19874700,-0.014932536730471901,0.9313446583902398
2020-09-30,165.25999450683594,165.25999450683594,170.97999572753906,164.11000061035156,164.5,38436700,0.01014662800360755,0.9407946661820725
2020-10-01,167.86000061035156,167.86000061035156,172.75999450683594,165.57000732421875,170.14999389648438,30677100,0.015732822158650572,0.9555960213529221
2020-10-02,168.0800018310547,168.0800018310547,169.77999877929688,161.8000030517578,161.86000061035156,31773800,0.00131062325689979,0.9568484477227082
2020-10-05,171.1999969482422,171.1999969482422,172.0800018310547,167.50999450683594,169.49000549316406,19082100,0.018562559990471517,0.9746100044353505
2020-10-06,159.5399932861328,159.5399932861328,175.55999755859375,159.3300018310547,173.0399932861328,47132500,-0.06810749924040282,0.9082317542985808
2020-10-07,164.61000061035156,164.61000061035156,166.33999633789062,162.3800048828125,163.7100067138672,26019100,0.03177891148036949,0.9370943708220961
2020-10-08,168.0,168.0,168.08999633789062,163.5399932861328,166.22000122070312,20598600,0.020594127799518747,0.956393012055016
2020-10-09,167.3300018310547,167.3300018310547,170.0,166.82000732421875,169.92999267578125,17406000,-0.003988084338960141,0.9525788360617485
2020-10-12,167.35000610351562,167.35000610351562,169.1999969482422,165.9499969482422,167.75,12176600,0.00011954982514805756,0.9526927166950394
2020-10-13,162.13999938964844,162.13999938964844,165.52999877929688,162.08999633789062,165.36000061035156,15182600,-0.031132396318196087,0.9230331094694305
2020-10-14,163.24000549316406,163.24000549316406,165.1699981689453,162.49000549316406,162.6999969482422,10505500,0.0067842981846333306,0.9292952413183604
2020-10-15,164.24000549316406,164.24000549316406,164.5399932861328,158.72999572753906,161.00999450683594,13226800,0.006125949316032608,0.9349880568663069
2020-10-16,167.35000610351562,167.35000610351562,173.4199981689453,167.27000427246094,171.22000122070312,31780600,0.018935706930921947,0.9526927166950395
2020-10-19,167.11000061035156,167.11000061035156,170.83999633789062,166.11000061035156,169.08999633789062,16519600,-0.0014341528796575354,0.9513264096919626
2020-10-20,167.24000549316406,167.24000549316406,169.2899932861328,166.17999267578125,168.2899932861328,12319900,0.0007779599206372279,0.9520665035101467
2020-10-21,163.86000061035156,163.86000061035156,167.6300048828125,163.82000732421875,166.44000244140625,11450600,-0.02021050449529349,0.9328247591611365
2020-10-22,169.07000732421875,169.07000732421875,169.6300048828125,164.10000610351562,164.6999969482422,14238200,0.0317954759823067,0.9624843663867454
2020-10-23,167.36000061035156,167.36000061035156,170.25999450683594,166.0500030517578,169.99000549316406,10024200,-0.010114193173174524,0.9527496135789494
2020-10-26,160.8300018310547,160.8300018310547,165.5,159.0500030517578,164.9499969482422,16151100,-0.039017678988302884,0.9155755350000964
2020-10-27,155.24000549316406,155.24000549316406,160.25,155.0,159.16000366210938,15491900,-0.034757173874577774,0.8837527169347884
2020-10-28,148.13999938964844,148.13999938964844,153.9499969482422,148.0,153.0,20279800,-0.045735672843868036,0.8433336917981794
2020-10-29,148.2899932861328,148.2899932861328,150.10000610351562,146.60000610351562,148.02999877929688,14554300,0.0010125144937380703,0.8441875793841827
2020-10-30,144.38999938964844,144.38999938964844,149.1699981689453,141.5800018310547,147.1999969482422,15374700,-0.026299777955746118,0.8219856334933798
2020-11-02,148.60000610351562,148.60000610351562,149.58999633789062,143.3800048828125,145.75,13854600,0.029157190467922423,0.8459524251710422
2020-11-03,153.64999389648438,153.64999389648438,154.82000732421875,150.63999938964844,151.8300018310547,12249800,0.033983765717014114,0.8747010741957948
2020-11-04,151.6300048828125,151.6300048828125,155.39999389648438,151.1699981689453,153.1699981689453,11344700,-0.013146691141639466,0.8632016493320824
2020-11-05,157.08999633789062,157.08999633789062,157.6300048828125,152.10000610351562,152.47999572753906,12328300,0.036008647887981526,0.8942843735792063
2020-11-06,157.74000549316406,157.74000549316406,158.47000122070312,154.52000427246094,156.3300018310547,8995600,0.004137813803721135,0.8979847558046544
2020-11-09,179.36000061035156,179.36000061035156,184.4600067138672,172.16000366210938,179.0,49014400,0.13706095070552315,1.0210634001543073
2020-11-10,188.69000244140625,188.69000244140625,193.9499969482422,180.3800048828125,182.8000030517578,46404300,0.05201829727534135,1.074177379640505
2020-11-11,182.14999389648438,182.14999389648438,190.0,180.41000366210938,189.88999938964844,29907800,-0.03466006921565834,1.0369463173122706
2020-11-12,176.72000122070312,176.72000122070312,184.58999633789062,176.25,178.9499969482422,20288400,-0.029810556451992598,1.0060343705823473
2020-11-13,187.11000061035156,187.11000061035156,187.27000427246094,178.7100067138672,179.0,19724500,0.05879356789202661,1.0651827206508928
2020-11-16,202.39999389648438,202.39999389648438,202.94000244140625,191.35000610351562,194.55999755859375,40562800,0.08171660112370782,1.1522258321581877
2020-11-17,210.0500030517578,210.0500030517578,211.1999969482422,196.0500030517578,200.25,38299300,0.03779648906109134,1.1957759232192615
2020-11-18,203.3000030517578,203.3000030517578,223.02000427246094,203.0,223.02000427246094,65990700,-0.03213520543647297,1.1573494182706223
2020-11-19,205.6699981689453,205.6699981689453,209.44000244140625,199.89999389648438,200.4499969482422,34236100,0.011657624602121164,1.1708413633223045
2020-11-20,199.6199951171875,199.6199951171875,206.5800018310547,199.1699981689453,204.58999633789062,18230900,-0.029416069945155998,1.1363998118841339
