Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,Cumulative Return
Ticker,BTC,BTC,BTC,BTC,BTC,BTC,,
Date,,,,,,,,
2024-07-31,28.950000762939453,28.950000762939453,29.649999618530273,28.799999237060547,29.5,930940,,
2024-08-01,28.100000381469727,28.100000381469727,28.799999237060547,27.600000381469727,28.649999618530273,8564500,-0.02936097958787831,0.9706390204121217
2024-08-02,27.799999237060547,27.799999237060547,29.049999237060547,27.649999618530273,28.75,2412560,-0.010676197165001233,0.9602762868541582
2024-08-05,23.75,23.75,24.649999618530273,22.0,22.049999237060547,3141140,-0.14568342979166127,0.8203799438376432
2024-08-06,25.25,25.25,25.350000381469727,24.149999618530273,24.5,1690140,0.06315789473684208,0.8721934139747575
2024-08-07,24.299999237060547,24.299999237060547,25.549999237060547,24.25,25.450000762939453,1267920,-0.03762379259166149,0.8393781898675581
2024-08-08,26.350000381469727,26.350000381469727,26.575000762939453,25.200000762939453,25.649999618530273,977760,0.08436218966141662,0.9101899719188216
2024-08-09,26.899999618530273,26.899999618530273,27.125,26.440000534057617,26.850000381469727,1328060,0.02087283601890677,0.9291882179487365
2024-08-12,26.200000762939453,26.200000762939453,26.924999237060547,25.649999618530273,26.450000762939453,751200,-0.026022262658644046,0.9050086380819571
2024-08-13,27.049999237060547,27.049999237060547,27.325000762939453,26.100000381469727,26.149999618530273,1069980,0.03244268890722468,0.9343695517856011
2024-08-14,26.100000381469727,26.100000381469727,27.049999237060547,26.030000686645508,26.950000762939453,998940,-0.035120106557683384,0.9015543935626359
2024-08-15,25.350000381469727,25.350000381469727,26.549999237060547,25.149999618530273,26.25,1248080,-0.02873563176391669,0.8756476584940788
2024-08-16,26.450000762939453,26.450000762939453,26.600000381469727,25.600000381469727,26.0,862980,0.043392519326106216,0.9136442164381428
2024-08-19,26.200000762939453,26.200000762939453,26.299999237060547,25.75,26.100000381469727,620680,-0.00945179556857667,0.905008638081957
2024-08-20,26.399999618530273,26.399999618530273,27.049999237060547,25.975000381469727,26.850000381469727,847140,0.007633543884232319,0.911917061236365
2024-08-21,27.350000381469727,27.350000381469727,27.350000381469727,26.1200008392334,26.350000381469727,1542140,0.035984877904037704,0.9447322853435645
